gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
VEZT	371223	395	30	5325642	939510	0	6	2	0	33	54	20903112	9.782058e-01	1
RPS2	1747301	183	46	1894788	491436	0	1	0	0	43	59	32195628	9.782201e-01	1
TMPRSS5	124189	613	12	3060306	676710	0	3	2	0	10	16	8443764	9.782212e-01	1
STX2	218767	440	-19	2223288	370548	0	2	2	0	10	24	8217756	9.782302e-01	1
SRGAP1	320926	460	-13	7496370	1291662	0	9	3	0	36	53	22167180	9.782333e-01	1
CNIH3	408298	633	-5	1140552	181332	0	1	1	0	14	29	7790706	9.783046e-01	1
TALDO1	1788356	193	48	2302128	441504	0	1	1	0	50	91	37021950	9.783086e-01	1
PRCC	1649536	208	53	3203532	738468	0	2	1	0	10	14	9961434	9.783184e-01	1
GPR84	664708	190	45	2517624	622836	0	1	0	0	19	30	14218794	9.783610e-01	1
RHBDD2	1054488	218	59	2288988	625464	0	2	0	0	16	24	11159802	9.783699e-01	1
NAP1L4	550048	221	38	2729178	392886	0	3	2	0	50	114	38531736	9.783906e-01	1
LMX1A	292562	797	-13	2641140	462528	0	2	3	0	23	31	12059892	9.784034e-01	1
VGF	1022626	258	39	3863160	1003896	0	10	0	0	1	0	1629360	9.784053e-01	1
SFXN2	878626	180	27	2219346	442818	0	3	1	0	4	3	2271906	9.784063e-01	1
FNDC4	1193266	306	39	1540008	375804	0	1	1	0	50	121	43745688	9.784256e-01	1
TTC31	1019591	315	50	3472902	763434	0	3	1	0	50	103	42251670	9.784452e-01	1
KIF16B	108352	867	-26	9165150	1488762	0	16	8	0	42	80	27344340	9.784748e-01	1
SERPINB1	469210	229	37	2613546	445446	0	2	1	0	50	88	35764452	9.784988e-01	1
DOK5	139298	847	-37	2119482	374490	0	5	2	0	16	52	12132162	9.785295e-01	1
ASB4	176832	333	14	3040596	546624	0	7	2	0	2	3	1520298	9.785946e-01	1
AKR1B1	328321	415	9	2219346	379746	0	1	1	0	39	62	31743612	9.786094e-01	1
CLEC11A	652250	593	27	2090574	495378	0	4	1	0	7	9	3655548	9.786138e-01	1
NR4A1	468067	234	41	3847392	938196	0	3	2	0	45	49	26952768	9.786513e-01	1
GPBP1	177326	375	19	3363840	543996	0	1	0	0	50	52	37435860	9.786582e-01	1
TRNP1	NaN	NaN	NaN	1342908	459900	0	2	0	0	50	216	74302758	9.786600e-01	1
KCNT2	37679	1035	-24	7898454	1346850	0	13	2	0	5	11	4372992	9.786978e-01	1
EXOSC7	479578	326	41	1993338	392886	0	1	0	0	24	31	15505200	9.787065e-01	1
RFXANK	940952	232	17	1750248	391572	0	3	3	0	4	14	3804030	9.787187e-01	1
SLC13A5	800049	424	7	3771180	835704	0	5	6	0	18	39	11866734	9.787236e-01	1
IER5L	1452033	257	39	2525508	667512	0	5	3	0	50	139	44053164	9.787395e-01	1
ALPK3	351352	213	28	12137418	3041910	0	17	7	0	5	16	9696006	9.787412e-01	1
INPP5K	1371893	220	24	3078702	576846	0	4	1	0	50	120	43927020	9.787461e-01	1
SUMF1	155099	172	10	2493972	551880	0	7	3	0	2	4	1760760	9.787483e-01	1
ANKRD52	2878071	171	46	7217802	1562346	0	13	2	0	15	31	12966552	9.787555e-01	1
CDH11	23628	1085	-56	5345352	1043316	0	16	6	0	4	10	3064248	9.787670e-01	1
DDX18	194969	760	-7	4622652	809424	0	4	2	0	5	6	4267872	9.787763e-01	1
LMO1	245012	535	10	1099818	169506	0	1	1	0	1	10	2714724	9.787781e-01	1
ZNF773	459366	828	-31	3047166	476982	0	2	0	0	15	18	9923328	9.787829e-01	1
SOAT1	437024	336	3	3832938	668826	0	3	0	0	50	93	38433186	9.787857e-01	1
SON	908921	375	68	16192422	3738330	0	17	5	0	12	14	12256992	9.787895e-01	1
ZCCHC17	675993	215	30	1710828	270684	0	1	1	0	36	62	22085712	9.787901e-01	1
CAPN3	592239	284	38	5889348	974988	0	3	1	0	2	1	4432122	9.787988e-01	1
GTSE1	506667	205	35	4785588	1164204	0	6	2	0	20	38	16114896	9.788245e-01	1
ZNF12	721477	506	39	4848660	696420	0	2	1	0	50	80	46097748	9.788260e-01	1
PARVA	447343	318	-4	2580696	491436	0	2	1	0	50	90	38460780	9.788724e-01	1
KIAA1432	311104	473	36	9320202	1735794	0	9	3	0	14	15	9860256	9.788815e-01	1
SERPINB9	457673	201	41	2563614	471726	0	1	0	0	50	72	30716064	9.788853e-01	1
C19orf45	609287	308	36	3354642	724014	0	9	4	0	9	18	5085180	9.788899e-01	1
C9orf50	886775	205	39	2751516	717444	0	3	0	0	32	51	25362828	9.788924e-01	1
TBC1D24	2085452	321	49	3688398	731898	0	2	0	0	50	84	40823352	9.789061e-01	1
UBQLNL	99343	946	-2	3148344	604440	0	3	2	0	50	105	39087558	9.789093e-01	1
ZFYVE16	318922	590	33	10522512	1797552	0	13	2	0	4	2	3296826	9.789441e-01	1
DRG2	899154	183	23	2509740	499320	0	3	4	0	9	7	4062888	9.789471e-01	1
CPSF3L	1744013	273	28	4112820	798912	0	5	4	0	27	60	19531296	9.789520e-01	1
IQCH	275948	360	31	7342632	1308744	0	7	2	0	3	2	3483414	9.790033e-01	1
KRTAP5-2	NaN	NaN	NaN	1168146	240462	0	4	3	0	2	13	1893474	9.790048e-01	1
HR	584373	219	34	7692156	1879020	0	15	5	0	2	6	3424284	9.790234e-01	1
C1orf87	66197	942	-13	3794832	633348	0	7	2	0	4	11	3446622	9.790348e-01	1
NSA2	418815	581	30	1806750	308790	0	1	1	0	25	37	14917842	9.790771e-01	1
SUV420H2	1028808	209	19	2943360	780516	0	5	2	0	50	95	34656750	9.790937e-01	1
ARMC5	839076	558	11	6282234	1969686	0	15	2	0	7	21	8255862	9.790940e-01	1
LMBR1L	1955973	214	60	3266604	764748	0	2	2	0	40	59	32187744	9.791372e-01	1
ZSCAN22	1621097	406	-25	3257406	642546	0	4	1	0	31	54	19081908	9.791485e-01	1
MARK1	544426	520	-9	5408424	1045944	0	7	1	0	6	7	3963024	9.791640e-01	1
DDX52	585337	340	23	4140414	742410	0	3	0	0	10	22	13387032	9.791665e-01	1
SLFN12	763419	456	18	3982734	613638	0	5	0	0	1	1	1704258	9.791888e-01	1
SLITRK1	9008	874	-31	4575348	919800	0	13	5	0	3	7	2224602	9.791947e-01	1
CLDN14	391816	428	78	1501902	400770	0	1	1	0	50	85	32936724	9.791948e-01	1
TAS2R13	363803	644	2	2016990	379746	0	1	1	0	50	93	37159920	9.791994e-01	1
SIRPB2	397239	386	42	2260080	486180	0	1	1	0	4	7	5344038	9.792543e-01	1
SLAMF6	1145424	590	26	2264022	440190	0	3	0	0	2	0	1275894	9.792562e-01	1
HOXC9	1257445	274	23	1702944	370548	0	2	1	0	50	120	42732594	9.792646e-01	1
CSNK1A1	607110	152	32	2588580	402084	0	1	0	0	50	92	37421406	9.792744e-01	1
CYP4F12	865205	605	21	3588534	679338	0	9	2	0	10	50	16259436	9.792828e-01	1
SNIP1	445473	274	30	2616174	550566	0	2	0	0	13	22	9371448	9.793061e-01	1
SHROOM3	570950	418	17	12868002	2981466	0	23	10	0	11	19	9255816	9.793261e-01	1
FXYD1	745516	357	-9	684594	122202	0	1	1	0	4	5	1659582	9.793299e-01	1
TCP11L1	415951	215	25	3467646	647802	0	2	2	0	39	42	22583718	9.793400e-01	1
TMX4	72842	609	-25	2394108	438876	0	2	0	0	35	56	23812308	9.793727e-01	1
OTUD1	NaN	NaN	NaN	3018258	781830	0	5	2	0	50	218	74624688	9.793860e-01	1
TSPYL5	387608	610	-13	2675304	620208	0	4	2	0	17	25	8785404	9.793932e-01	1
SH2D2A	1649536	208	53	2633256	609696	0	1	1	0	27	45	22604742	9.793934e-01	1
LPIN1	219334	431	19	6070680	1153692	0	6	3	0	14	17	8803800	9.793988e-01	1
ASB16	930750	175	41	3359898	500634	0	6	0	0	50	114	41613066	9.794035e-01	1
FN1	585272	533	13	16648380	3442680	0	28	7	0	14	19	10765602	9.794068e-01	1
ADD3	349258	424	3	4821066	900090	0	5	1	0	7	13	6556860	9.794316e-01	1
C19orf44	815495	258	44	4346712	922428	0	6	3	0	50	104	38912796	9.794691e-01	1
ZNF786	598458	279	31	5258628	946080	0	9	3	0	30	74	25862148	9.794739e-01	1
OR8D4	89099	736	-8	2049840	428364	0	9	2	0	2	3	1281150	9.794808e-01	1
GSG1L	592259	575	10	2211462	474354	0	7	3	0	3	3	1524240	9.794900e-01	1
ADAP2	594135	209	20	2646396	470412	0	1	3	0	11	8	5631804	9.795026e-01	1
RUFY1	1583299	229	17	4920930	847530	0	8	4	0	3	18	7284816	9.795088e-01	1
GPR1	332753	487	25	2377026	440190	0	8	2	0	2	9	1716084	9.795221e-01	1
ZNF33A	139504	916	-19	5698818	745038	0	5	0	0	4	8	5048388	9.795269e-01	1
OMG	473619	396	27	2910510	576846	0	2	1	0	50	90	38539620	9.795456e-01	1
TRAF3IP3	220312	429	18	3865788	643860	0	6	3	0	8	9	4055004	9.795698e-01	1
PTGR1	499818	309	16	2321838	455958	0	1	1	0	50	72	34139034	9.795806e-01	1
TRIM26	1932849	486	48	3618756	701676	0	3	3	0	26	37	19541808	9.795831e-01	1
ABHD15	802576	353	23	2934162	779202	0	4	4	0	32	70	25114482	9.795989e-01	1
SLC44A4	2485614	188	36	4817124	1003896	0	8	3	0	9	14	5546394	9.796252e-01	1
NOP2	2764720	179	42	5408424	1127412	0	6	2	0	33	67	28781856	9.796331e-01	1
PRMT6	75609	921	-16	2391480	578160	0	4	1	0	5	14	5114088	9.796368e-01	1
RGS9BP	380440	455	-45	1434888	425736	0	2	1	0	50	119	36657972	9.796760e-01	1
PCLO	42656	1075	-27	33679134	7159986	0	71	18	0	1	18	7399134	9.796915e-01	1
ZNF43	123927	1235	-66	5631804	785772	0	14	3	0	8	31	6693516	9.797119e-01	1
PEX7	253053	408	33	2227230	427050	0	1	0	0	50	85	40525074	9.797299e-01	1
TDP2	419582	373	8	2499228	430992	0	1	0	0	8	5	3759354	9.797384e-01	1
ALG11	385945	461	41	3313908	609696	0	2	0	0	16	34	14725998	9.797476e-01	1
OR6C6	411183	816	-1	2070864	407340	0	14	6	0	2	9	1289034	9.797615e-01	1
PCNX	262398	420	40	15664194	3168054	0	15	6	0	25	29	19798038	9.797632e-01	1
TAS1R3	1744013	273	28	5443902	1331082	0	11	4	0	43	103	35709264	9.797635e-01	1
SLC1A6	961949	546	4	3631896	917172	0	7	2	0	22	42	14902074	9.797946e-01	1
LILRA2	819283	601	-4	3187764	706932	0	8	3	0	15	48	12285900	9.798208e-01	1
TAPBP	1456953	262	30	3220614	860670	0	2	3	0	50	88	40789188	9.798256e-01	1
MMD2	1539893	542	5	1835658	363978	0	4	2	0	1	13	3960396	9.798448e-01	1
EVPLL	NaN	NaN	NaN	2077434	408654	0	3	2	0	19	44	14844258	9.798462e-01	1
SSR1	755548	283	24	1969686	366606	0	1	1	0	30	74	29254896	9.798694e-01	1
GAL3ST4	1299015	205	52	3074760	785772	0	3	0	0	14	22	11123010	9.798751e-01	1
DNAJC6	269422	441	0	6167916	1227276	0	10	5	0	15	41	14568318	9.798790e-01	1
SH3GLB2	1517799	203	29	2673990	553194	0	2	1	0	50	95	36024624	9.798890e-01	1
KRT18	1635177	181	43	2868462	605754	0	2	1	0	50	73	37744650	9.798988e-01	1
FZD3	306800	256	45	4451832	859356	0	4	2	0	34	51	25454808	9.799037e-01	1
SDAD1	486576	399	44	4916988	727956	0	5	2	0	31	51	20034558	9.799220e-01	1
P2RX7	1061231	396	46	4127274	702990	0	4	1	0	50	77	35562096	9.799658e-01	1
CYR61	296507	345	13	2578068	475668	0	5	3	0	2	5	2141820	9.799681e-01	1
DSG3	275713	450	-18	6596280	1445400	0	9	7	0	35	49	21653406	9.799736e-01	1
FSCN1	1965381	192	56	3240324	696420	0	9	4	0	6	14	4365108	9.799895e-01	1
C6orf10	1754032	479	27	3352014	547938	0	5	1	0	14	20	7257222	9.799969e-01	1
GART	896855	182	65	6776298	1430946	0	10	5	0	22	34	12651192	9.800354e-01	1
PRB3	311837	673	-1	1934208	557136	0	2	0	0	6	8	3056364	9.800572e-01	1
CADM4	441738	209	6	2564928	591300	0	4	0	0	10	11	4899906	9.800701e-01	1
ZFP57	484408	755	34	3621384	643860	0	1	1	0	50	59	33811848	9.800718e-01	1
TLR3	355117	414	-13	6146892	1030176	0	7	2	0	50	93	38422674	9.801070e-01	1
MED23	147816	864	7	9476568	1681920	0	10	6	0	14	24	12119022	9.801122e-01	1
C1orf86	849779	293	25	2212776	378432	0	2	0	0	50	96	42637986	9.801589e-01	1
CORO7	754886	161	41	6117984	1466424	0	10	6	0	35	66	25494228	9.801770e-01	1
OR2H1	404210	854	21	2006478	492750	0	2	3	0	5	9	3246894	9.802143e-01	1
OR6Y1	179404	940	1	2106342	458586	0	1	2	0	6	17	6681690	9.802228e-01	1
TOM1L1	131125	869	-61	3345444	570276	0	3	1	0	50	78	32005098	9.802234e-01	1
CLCA2	248812	762	-13	6358446	1220706	0	7	5	0	36	44	21993732	9.802303e-01	1
ITGAL	2276763	142	57	7947072	1600452	0	15	5	0	11	21	8945712	9.802668e-01	1
CYB5R1	421206	389	30	2049840	452016	0	1	0	0	17	21	11095416	9.802921e-01	1
MARK3	937868	161	36	5157450	965790	0	7	1	0	15	37	14900760	9.802956e-01	1
ZNF439	739660	633	-2	3463704	499320	0	4	0	0	28	48	19826946	9.802986e-01	1
C6orf223	1407986	199	47	1680606	385002	0	1	0	0	50	95	44482842	9.803261e-01	1
DDX20	333198	440	25	5591070	1018350	0	3	1	0	43	49	34169256	9.803509e-01	1
CCKBR	466636	728	4	2784366	789714	0	5	4	0	13	22	8483184	9.803753e-01	1
KRT78	1781225	288	27	3496554	700362	0	4	2	0	50	106	36819594	9.804084e-01	1
PJA2	203821	583	15	4919616	764748	0	3	1	0	4	1	3164112	9.804321e-01	1
UBA2	707545	355	5	4449204	777888	0	5	2	0	40	107	39207132	9.804382e-01	1
AQP2	1033911	220	48	1696374	484866	0	2	3	0	41	102	31595130	9.804404e-01	1
AMH	1603571	240	27	3376980	1087992	0	4	1	0	15	22	10312272	9.804685e-01	1
SLA	NaN	NaN	NaN	2152332	449388	0	2	1	0	50	217	74292246	9.804997e-01	1
ZNF107	200262	1062	-11	5425506	776574	0	8	3	0	10	33	11611818	9.805016e-01	1
SH2D3A	736129	272	27	3668688	974988	0	4	2	0	5	5	3846078	9.805156e-01	1
GCLC	363341	337	24	4426866	760806	0	3	0	0	15	23	13051962	9.805475e-01	1
ZNRF2	626711	388	42	1562346	395514	0	1	1	0	50	100	46223892	9.805490e-01	1
LRRFIP2	392784	376	27	5120658	855414	0	6	1	0	4	4	3806658	9.806121e-01	1
ATAD3C	1725369	187	27	2767284	596556	0	2	1	0	50	97	41029650	9.806303e-01	1
ZNF678	606105	575	-6	4061574	550566	0	3	2	0	50	104	38919366	9.806558e-01	1
SNX9	255375	169	40	4185090	692478	0	2	4	0	10	7	6045714	9.806658e-01	1
CHD1L	NaN	NaN	NaN	6212592	1103760	0	10	4	0	19	46	15539364	9.806749e-01	1
NCKAP5	36731	826	18	12702438	2545218	0	31	8	0	1	8	3395376	9.806993e-01	1
PDE1A	359828	401	-5	3928860	654372	0	2	0	0	7	5	5625234	9.807104e-01	1
GTF2IRD1	896611	194	52	6466194	1375758	0	14	1	0	3	10	4383504	9.807163e-01	1
C19orf66	1615603	272	8	1986768	394200	0	1	0	0	15	21	12059892	9.807293e-01	1
ZC3H4	1263858	179	37	8491068	1936836	0	13	6	0	39	69	32165406	9.807302e-01	1
KLHL7	792869	218	25	4166694	726642	0	4	3	0	11	28	10661796	9.807322e-01	1
PUS10	635242	350	33	3752784	604440	0	3	2	0	8	20	9335970	9.807358e-01	1
CMTM2	777342	214	9	1658268	336384	0	1	2	0	11	31	9270270	9.807407e-01	1
TFPT	735613	439	-53	1655640	409968	0	2	1	0	50	194	56802906	9.807563e-01	1
LENG1	735613	439	-53	1744992	391572	0	2	0	0	14	37	10694646	9.807858e-01	1
VPS26B	270368	601	18	2295558	413910	0	3	2	0	4	5	2390166	9.807900e-01	1
KLK7	581408	606	29	1692432	362664	0	4	2	0	5	12	2876346	9.807986e-01	1
STXBP1	1015071	168	40	4369050	815994	0	8	3	0	12	35	10802394	9.808238e-01	1
PTPRS	1002562	262	26	12848292	2906568	0	32	8	0	20	47	18176562	9.808340e-01	1
NBN	251472	419	35	5253372	856728	0	3	0	0	36	35	23394456	9.808357e-01	1
TNFRSF4	2356409	196	27	1826460	433620	0	5	3	0	5	16	3505752	9.808406e-01	1
TRIM65	1727802	178	35	3352014	789714	0	8	0	0	5	21	6455682	9.808783e-01	1
LPCAT3	2600423	211	49	3341502	632034	0	2	2	0	50	96	49060818	9.808999e-01	1
PRR21	315906	569	21	2336292	735840	0	1	0	0	25	31	19825632	9.809097e-01	1
TRAF3IP2	320530	201	32	3775122	771318	0	5	4	0	4	6	3137832	9.809099e-01	1
MEIS3	797690	276	38	2863206	589986	0	4	2	0	5	11	4984002	9.809143e-01	1
LHFP	153723	939	4	1311372	294336	0	5	2	0	2	2	718758	9.809304e-01	1
MPDU1	1957426	194	24	1630674	387630	0	1	1	0	50	122	42450084	9.809443e-01	1
ECHS1	386585	472	13	2005164	367920	0	1	1	0	34	51	25452180	9.809494e-01	1
PRPSAP1	1622536	209	24	2580696	557136	0	2	1	0	50	112	45862542	9.809594e-01	1
TMEM110	1107657	264	52	1998594	406026	0	1	1	0	50	89	41120316	9.809860e-01	1
OPCML	9310	1074	-19	2433528	528228	0	2	2	0	21	40	11778696	9.810231e-01	1
CNNM1	270704	575	-6	6108786	1501902	0	16	5	0	13	28	11267550	9.810255e-01	1
PLEKHA4	1766061	211	34	5051016	1298232	0	8	4	0	50	108	39618414	9.810405e-01	1
PGR	23389	962	-25	5994468	1442772	0	11	6	0	16	58	20464236	9.811133e-01	1
TRPV1	472939	354	9	4955094	965790	0	11	5	0	6	12	4137786	9.811157e-01	1
YBX1	650376	461	21	2175984	459900	0	1	0	0	41	78	32425578	9.811283e-01	1
SPP1	445914	367	8	2219346	327186	0	1	0	0	11	12	7308468	9.811818e-01	1
NME4	1549307	207	37	1229904	299592	0	1	2	0	15	32	11212362	9.812008e-01	1
MPZL2	805791	211	41	1446714	308790	0	3	0	0	4	4	1674036	9.812033e-01	1
ITGA7	1746452	384	9	8138916	1797552	0	17	5	0	2	5	3235068	9.812162e-01	1
SMAP1	169371	764	11	3153600	641232	0	4	3	0	3	13	6106158	9.812372e-01	1
RBM17	576205	399	45	2764656	520344	0	4	1	0	13	32	9734112	9.812659e-01	1
MTMR11	1115711	451	51	4819752	1043316	0	5	0	0	3	3	3045852	9.812936e-01	1
PHF2	421433	612	29	7407018	1462482	0	15	3	0	4	3	2528136	9.813208e-01	1
OR5F1	4262	1044	-40	2049840	430992	0	8	3	0	5	26	3400632	9.813257e-01	1
TM9SF2	310978	472	69	4574034	829134	0	5	2	0	26	46	17244936	9.813418e-01	1
LRRC8B	360067	647	5	5396598	963162	0	6	2	0	3	5	3426912	9.813454e-01	1
SBK2	1094560	399	4	2185182	584730	0	8	3	0	16	36	8112636	9.813500e-01	1
CREBZF	325720	554	-19	2236428	562392	0	4	4	0	17	35	12375252	9.813787e-01	1
RGS6	101461	823	26	3367782	529542	0	7	3	0	5	12	3659490	9.813882e-01	1
TBC1D21	358897	439	26	2401992	365292	0	4	1	0	1	1	1215450	9.814106e-01	1
ZMAT3	371562	807	-9	1964430	374490	0	1	0	0	21	38	16620786	9.814181e-01	1
ASAP3	1050777	159	29	6215220	1224648	0	8	4	0	50	85	34371612	9.814199e-01	1
PRELP	529605	314	28	2495286	545310	0	1	0	0	21	35	19821690	9.814308e-01	1
COPG2	298918	433	16	2817216	486180	0	1	0	0	12	22	11032344	9.814500e-01	1
PIAS3	NaN	NaN	NaN	4148298	952650	0	6	4	0	19	46	15388254	9.814977e-01	1
CD1C	120861	833	3	2262708	423108	0	1	0	0	50	68	32836860	9.815289e-01	1
FECH	304947	352	38	2942046	553194	0	1	1	0	34	30	20695500	9.816058e-01	1
FAHD1	1604603	288	36	2082690	419166	0	1	1	0	50	86	40576320	9.816566e-01	1
SAG	419346	227	28	2830356	528228	0	3	3	0	7	7	3571452	9.816825e-01	1
STK38	942238	148	37	3299454	511146	0	3	0	0	26	61	25437726	9.816863e-01	1
SNX13	139013	585	-4	6731622	1084050	0	6	1	0	36	52	29416518	9.817092e-01	1
MGAT4B	1610057	359	38	4037922	821250	0	6	1	0	50	82	34522722	9.817098e-01	1
EPS8L3	933010	190	27	4058946	821250	0	7	3	0	27	75	23703246	9.817385e-01	1
TUBA3D	455705	540	29	2973582	629406	0	2	0	0	12	10	7083774	9.817419e-01	1
PUM1	498145	189	36	7943130	1651698	0	13	4	0	23	45	18704790	9.817436e-01	1
TST	699535	379	44	1909242	461214	0	4	2	0	4	10	2843496	9.817553e-01	1
JUP	1760409	175	35	4931442	1097190	0	6	3	0	50	100	40611798	9.817893e-01	1
RRP1	835438	194	66	3165426	608382	0	6	0	0	4	8	3114180	9.817907e-01	1
ESR1	221347	568	0	3995874	787086	0	6	5	0	6	16	5378202	9.818011e-01	1
FAM160B1	208967	183	16	5328270	950022	0	5	3	0	6	3	3124692	9.818147e-01	1
OR4C6	1295	1091	-20	2007792	430992	0	1	0	0	39	67	26871300	9.818154e-01	1
MTA1	773175	244	40	4868370	986814	0	3	1	0	35	39	29377098	9.818595e-01	1
DHCR7	507631	626	51	3161484	664884	0	3	1	0	14	15	6852510	9.818685e-01	1
GNL3	1217701	272	47	3876300	628092	0	2	1	0	50	121	55728054	9.819062e-01	1
TMEM99	836683	269	-10	1659582	382374	0	5	3	0	1	4	1236474	9.819710e-01	1
CLEC4M	719851	329	21	2811960	459900	0	5	2	0	11	41	11473848	9.819841e-01	1
B3GALT5	286705	689	-70	2082690	374490	0	2	2	0	24	61	16664148	9.820325e-01	1
UGT3A2	173490	614	-9	3543858	650430	0	9	3	0	5	11	3026142	9.820388e-01	1
SSRP1	926574	191	-11	4952466	802854	0	7	3	0	50	99	33524082	9.820398e-01	1
METTL14	238966	636	31	3165426	542682	0	4	0	0	5	4	2183868	9.820403e-01	1
TMPRSS11A	212678	809	4	2899998	521658	0	3	2	0	19	35	12739230	9.820410e-01	1
TRPV6	284406	645	18	4865742	1005210	0	9	5	0	4	12	4069458	9.820469e-01	1
KRT35	1445853	325	-22	3049794	624150	0	4	2	0	26	56	17594460	9.820524e-01	1
LOH12CR1	707022	279	27	1348164	236520	0	1	1	0	9	15	5906430	9.820563e-01	1
CTSH	421272	488	45	2359944	409968	0	1	0	0	50	82	43149132	9.820711e-01	1
GMPS	345838	388	4	4725144	909288	0	3	1	0	50	82	40183434	9.820748e-01	1
PIP5KL1	1278941	201	51	2599092	614952	0	2	2	0	28	48	20625858	9.820921e-01	1
BCL2L11	NaN	NaN	NaN	1629360	310104	0	3	2	0	8	34	7743402	9.820999e-01	1
ASF1B	1034381	321	36	1350792	281196	0	2	2	0	4	12	2988036	9.821142e-01	1
RNASE11	637784	493	22	1373130	214182	0	2	1	0	3	1	902718	9.821331e-01	1
C12orf73	NaN	NaN	NaN	488808	99864	0	1	1	0	2	11	1752876	9.821371e-01	1
TOR1A	600401	187	44	2273220	399456	0	2	1	0	50	119	40091454	9.821383e-01	1
CDC14B	351543	349	27	3579336	625464	0	3	1	0	7	11	6012864	9.821531e-01	1
LRIG3	21039	678	-29	7723692	1453284	0	12	5	0	50	101	37211166	9.821963e-01	1
NUP35	349831	524	11	2200950	463842	0	1	0	0	50	79	34325622	9.822775e-01	1
USP10	494151	258	31	5319072	1116900	0	8	4	0	50	98	35262504	9.822891e-01	1
CLDN19	735401	426	26	1764702	350838	0	3	2	0	2	2	1378386	9.823275e-01	1
TFAP2D	17771	1090	-15	3011688	633348	0	5	1	0	18	48	16769268	9.823311e-01	1
LMBR1	338947	615	6	3386178	653058	0	4	1	0	10	18	7692156	9.823438e-01	1
CEACAM6	1341589	499	16	2253510	519030	0	2	0	0	16	21	8481870	9.823555e-01	1
MINPP1	470910	190	25	3384864	599184	0	3	0	0	18	41	17339544	9.823582e-01	1
SALL1	332955	935	-42	8650062	1822518	0	21	5	0	4	10	4020840	9.823798e-01	1
CCDC97	1193025	249	33	2295558	458586	0	1	0	0	17	28	12952098	9.823934e-01	1
DPAGT1	1390854	195	58	2730492	578160	0	3	1	0	9	23	8971992	9.824074e-01	1
SPATA2L	1090549	219	38	2647710	721386	0	3	2	0	50	93	32095764	9.824085e-01	1
FSTL3	1832767	218	10	1720026	408654	0	2	0	0	3	6	3057678	9.824177e-01	1
TAT	446645	530	10	3107610	595242	0	3	1	0	7	10	4315176	9.824243e-01	1
PLA2G4A	265620	592	-18	5250744	840960	0	5	3	0	50	100	34814430	9.824362e-01	1
KRTAP4-1	996799	468	-7	867240	157680	0	1	2	0	11	21	4648932	9.824640e-01	1
ATE1	233024	427	-3	3935430	626778	0	4	2	0	50	104	36449046	9.824876e-01	1
HIST1H1B	228884	634	40	1442772	357408	0	14	4	0	8	28	1999908	9.824911e-01	1
COPZ2	1205950	255	20	1472994	269370	0	1	0	0	50	163	50909616	9.824998e-01	1
HRNR	486922	468	25	17806014	4692294	0	13	6	0	12	9	10967958	9.825026e-01	1
IL31RA	319744	438	44	5245488	943452	0	6	4	0	29	66	25089516	9.825165e-01	1
CCDC80	255516	510	24	6317712	1253556	0	4	0	0	7	3	4659444	9.825324e-01	1
FAM188B	410182	538	21	5121972	1038060	0	4	2	0	50	101	49251348	9.825424e-01	1
SLC38A11	80659	427	-3	2585952	543996	0	1	1	0	50	75	37008810	9.825618e-01	1
INF2	651235	241	21	8221698	1948662	0	15	1	0	0	1	1948662	9.825664e-01	1
PDIA4	598458	279	31	4429494	758178	0	5	2	0	32	77	28282536	9.825961e-01	1
FFAR1	767113	472	9	1821204	562392	0	2	2	0	50	95	31855302	9.826035e-01	1
TIPRL	475438	391	16	1964430	311418	0	1	1	0	50	100	37547550	9.826067e-01	1
ADAD2	582429	364	12	4270500	1085364	0	8	5	0	25	66	23740038	9.826095e-01	1
OR4C16	1141	1100	-37	2055096	391572	0	4	3	0	8	18	4032666	9.826273e-01	1
FRG1	49764	1059	-15	1863252	268056	0	1	1	0	23	50	18116118	9.826392e-01	1
PRUNE	1617972	165	35	3024828	628092	0	2	3	0	16	34	11688030	9.826404e-01	1
SLC36A1	736209	598	22	3181194	684594	0	3	3	0	5	37	11556630	9.826427e-01	1
BCMO1	302391	288	1	3751470	674082	0	4	3	0	12	33	12375252	9.826579e-01	1
NUAK2	664542	178	30	4097052	925056	0	3	3	0	49	61	28977642	9.826741e-01	1
KCNK4	1613996	257	65	2486088	683280	0	4	2	0	19	36	12607830	9.826819e-01	1
KPNA2	779255	283	1	3550428	733212	0	1	0	0	9	8	8600130	9.826945e-01	1
CTSG	897577	582	3	1672722	392886	0	1	1	0	50	113	41681394	9.827076e-01	1
ZNF654	123235	894	-3	4001130	597870	0	3	1	0	50	83	31233780	9.827097e-01	1
SOCS3	962609	209	27	1449342	342954	0	4	2	0	2	5	1677978	9.827119e-01	1
GRIN2D	1448469	209	38	8357040	2310012	0	8	2	0	1	8	8240094	9.827139e-01	1
ALPL	547986	297	42	3542544	701676	0	3	3	0	23	36	14689206	9.827188e-01	1
PRDM7	822636	221	26	3474216	517716	0	3	1	0	28	49	20604834	9.827286e-01	1
MAPKAPK3	583785	302	50	2625372	499320	0	1	1	0	50	76	32685750	9.827798e-01	1
MPV17L	545296	212	36	1352106	232578	0	1	0	0	50	113	38184840	9.828104e-01	1
PARP12	462854	639	35	4771134	879066	0	7	6	0	9	13	5713272	9.828173e-01	1
